217    3.04E-78    3.04E-78    3.04E-78    3.04E-78    3.04E-78    3.04E-78    3.04E-78    3.04E-78
218    1.95E-76    1.95E-76    1.95E-76    1.95E-76    1.95E-76    1.95E-76    1.95E-76    1.95E-76
219    1.20E-74    1.20E-74    1.20E-74    1.20E-74    1.20E-74    1.20E-74    1.20E-74    1.20E-74
220    6.95E-73    6.95E-73    6.95E-73    6.95E-73    6.95E-73    6.95E-73    6.95E-73    6.95E-73
221    3.84E-71    3.84E-71    3.84E-71    3.84E-71    3.84E-71    3.84E-71    3.84E-71    3.84E-71
222    2.01E-69    2.01E-69    2.01E-69    2.01E-69    2.01E-69    2.01E-69    2.01E-69    2.01E-69
223    1.00E-67    1.00E-67    1.00E-67    1.00E-67    1.00E-67    1.00E-67    1.00E-67    1.00E-67
224    4.75E-66    4.75E-66    4.75E-66    4.75E-66    4.75E-66    4.75E-66    4.75E-66    4.75E-66
225    2.14E-64    2.14E-64    2.14E-64    2.14E-64    2.14E-64    2.14E-64    2.14E-64    2.14E-64
226    9.14E-63    9.14E-63    9.14E-63    9.14E-63    9.14E-63    9.14E-63    9.14E-63    9.14E-63
227    3.71E-61    3.71E-61    3.71E-61    3.71E-61    3.71E-61    3.71E-61    3.71E-61    3.71E-61
228    1.43E-59    1.43E-59    1.43E-59    1.43E-59    1.43E-59    1.43E-59    1.43E-59    1.43E-59
229    5.25E-58    5.25E-58    5.25E-58    5.25E-58    5.25E-58    5.25E-58    5.25E-58    5.25E-58
230    1.83E-56    1.83E-56    1.83E-56    1.83E-56    1.83E-56    1.83E-56    1.83E-56    1.83E-56
231    6.04E-55    6.04E-55    6.04E-55    6.04E-55    6.04E-55    6.04E-55    6.04E-55    6.04E-55
232    1.90E-53    1.90E-53    1.90E-53    1.90E-53    1.90E-53    1.90E-53    1.90E-53    1.90E-53
233    5.67E-52    5.67E-52    5.67E-52    5.67E-52    5.67E-52    5.67E-52    5.67E-52    5.67E-52
234    1.61E-50    1.61E-50    1.61E-50    1.61E-50    1.61E-50    1.61E-50    1.61E-50    1.61E-50
235    4.33E-49    4.33E-49    4.33E-49    4.33E-49    4.33E-49    4.33E-49    4.33E-49    4.33E-49
236    1.11E-47    1.11E-47    1.11E-47    1.11E-47    1.11E-47    1.11E-47    1.11E-47    1.11E-47
237    2.69E-46    2.69E-46    2.69E-46    2.69E-46    2.69E-46    2.69E-46    2.69E-46    2.69E-46
238    6.22E-45    6.22E-45    6.22E-45    6.22E-45    6.22E-45    6.22E-45    6.22E-45    6.22E-45
239    1.37E-43    1.37E-43    1.37E-43    1.37E-43    1.37E-43    1.37E-43    1.37E-43    1.37E-43
240    2.85E-42    2.85E-42    2.85E-42    2.85E-42    2.85E-42    2.85E-42    2.85E-42    2.85E-42
241    5.64E-41    5.64E-41    5.64E-41    5.64E-41    5.64E-41    5.64E-41    5.64E-41    5.64E-41
242    1.06E-39    1.06E-39    1.06E-39    1.06E-39    1.06E-39    1.06E-39    1.06E-39    1.06E-39
243    1.90E-38    1.90E-38    1.90E-38    1.90E-38    1.90E-38    1.90E-38    1.90E-38    1.90E-38
244    3.22E-37    3.22E-37    3.22E-37    3.22E-37    3.22E-37    3.22E-37    3.22E-37    3.22E-37
245    5.20E-36    5.20E-36    5.20E-36    5.20E-36    5.20E-36    5.20E-36    5.20E-36    5.20E-36
